Слово,Словарь тихонова,Словарь CrossLexica,POS
вязь, вязь:ROOT, вяз:ROOT/ь:END, NOUN
антропология, антроп:ROOT/о:LINK/лог:ROOT/и:SUFF/я:END, антрополог:ROOT/и:SUFF/я:END, NOUN
верховенство, верх:ROOT/овен:ROOT/ств:SUFF/о:END, верх:ROOT/ов:SUFF/ен:SUFF/ств:SUFF/о:END, NOUN
начинание, на:PREF/чин:ROOT/а:SUFF/ни:SUFF/е:END, нач:ROOT/ин:SUFF/ани:SUFF/е:END, NOUN
рассыпание, рас:PREF/сып:ROOT/а:SUFF/ни:SUFF/е:END, рас:PREF/сып:ROOT/ани:SUFF/е:END, NOUN
сопротивление, сопротивл:ROOT/ени:SUFF/е:END, со:PREF/противл:ROOT/ени:SUFF/е:END, NOUN
взламывание, вз:PREF/лам:ROOT/ыва:SUFF/ни:SUFF/е:END, вз:PREF/лам:ROOT/ыва:SUFF/н:SUFF/и:SUFF/е:END, NOUN
взвешивание, вз:PREF/веш:ROOT/ива:SUFF/ни:SUFF/е:END, вз:PREF/веш:ROOT/ив:SUFF/ани:SUFF/е:END, NOUN
декорирование, декор:ROOT/ир:SUFF/ова:SUFF/ни:SUFF/е:END, декор:ROOT/ир:SUFF/ов:SUFF/ани:SUFF/е:END, NOUN
вдохновенность, вдохнов:ROOT/енн:SUFF/ость:SUFF, в:PREF/дох:ROOT/н:SUFF/ов:SUFF/енн:SUFF/ост:SUFF/ь:END, NOUN
вываливание, вы:PREF/вал:ROOT/ива:SUFF/ни:SUFF/е:END, вы:PREF/вал:ROOT/ив:SUFF/ани:SUFF/е:END, NOUN
базирование, баз:ROOT/ир:SUFF/ова:SUFF/ни:SUFF/е:END, баз:ROOT/ир:SUFF/ов:SUFF/ани:SUFF/е:END, NOUN
вписывание, в:PREF/пис:ROOT/ыва:SUFF/ни:SUFF/е:END, в:PREF/пис:ROOT/ыва:SUFF/н:SUFF/и:SUFF/е:END, NOUN
культурность, культур:ROOT/н:SUFF/ость:SUFF, культ:ROOT/ур:SUFF/н:SUFF/ост:SUFF/ь:END, NOUN
родня, родн:ROOT/я:END, род:ROOT/н:SUFF/я:END, NOUN
распространенность, распростран:ROOT/енн:SUFF/ость:SUFF, рас:PREF/про:SUFF/стран:ROOT/енн:SUFF/ост:SUFF/ь:END, NOUN
засилье, за:PREF/силь:ROOT/е:END, за:PREF/сил:ROOT/ь:SUFF/е:END, NOUN
достижение, достиж:ROOT/ени:SUFF/е:END, до:PREF/стиж:ROOT/ени:SUFF/е:END, NOUN
счистка, с:PREF/чист:ROOT/к:SUFF/а:END, с:PREF/чистк:ROOT/а:END, NOUN
бочка, бочк:ROOT/а:END, боч:ROOT/к:SUFF/а:END, NOUN
пословица, пословиц:ROOT/а:END, по:PREF/слов:ROOT/иц:SUFF/а:END, NOUN
собрание, со:PREF/бр:ROOT/а:SUFF/ни:SUFF/е:END, со:PREF/бр:ROOT/ани:SUFF/е:END, NOUN
настроенность, настро:ROOT/енн:SUFF/ость:SUFF, на:PREF/стро:ROOT/енн:SUFF/ост:SUFF/ь:END, NOUN
аккредитация, аккредит:ROOT/аци:SUFF/я:END, ак:PREF/кредит:ROOT/аци:SUFF/я:END, NOUN
кормушка, корм:ROOT/ушк:SUFF/а:END, корм:ROOT/уш:SUFF/к:SUFF/а:END, NOUN
пригодность, при:PREF/год:ROOT/н:SUFF/ость:SUFF, при:PREF/год:ROOT/н:SUFF/ост:SUFF/ь:END, NOUN
чествование, чест:ROOT/в:SUFF/ова:SUFF/ни:SUFF/е:END, чест:ROOT/в:SUFF/ов:SUFF/ани:SUFF/е:END, NOUN
досада, досад:ROOT/а:END, до:PREF/сад:ROOT/а:END, NOUN
паша, паш:ROOT/а:END, паш:ROOT/а:SUFF, NOUN
бездарь, без:PREF/дарь:ROOT, без:PREF/дар:ROOT/ь:END, NOUN
задача, за:PREF/да:ROOT/ч:SUFF/а:END, за:PREF/дач:ROOT/а:END, NOUN
дыхание, дых:ROOT/а:SUFF/ни:SUFF/е:END, дых:ROOT/ани:SUFF/е:END, NOUN
аплодирование, аплод:ROOT/ир:SUFF/ова:SUFF/ни:SUFF/е:END, аплод:ROOT/ир:SUFF/ов:SUFF/ани:SUFF/е:END, NOUN
проектирование, проект:ROOT/ир:SUFF/ова:SUFF/ни:SUFF/е:END, проект:ROOT/ир:SUFF/ов:SUFF/ани:SUFF/е:END, NOUN
коллектор, коллектор:ROOT, коллект:ROOT/ор:SUFF, NOUN
вскармливание, вс:PREF/кармл:ROOT/ива:SUFF/ни:SUFF/е:END, вс:PREF/кармл:ROOT/ив:SUFF/ани:SUFF/е:END, NOUN
обезличка, о:PREF/без:PREF/лич:ROOT/к:SUFF/а:END, о:PREF/без:SUFF/лич:ROOT/к:SUFF/а:END, NOUN
эмиттер, эмиттер:ROOT, эмитт:ROOT/ер:SUFF, NOUN
передоверие, пере:PREF/довер:ROOT/и:SUFF/е:END, пере:PREF/до:SUFF/вер:ROOT/и:SUFF/е:END, NOUN
дискретность, дискретн:ROOT/ость:SUFF, дис:PREF/крет:ROOT/н:SUFF/ост:SUFF/ь:END, NOUN
избирательница, из:PREF/бир:ROOT/а:SUFF/тель:SUFF/ниц:SUFF/а:END, из:PREF/бир:ROOT/атель:SUFF/ниц:SUFF/а:END, NOUN
конюшня, кон:ROOT/юш:ROOT/н:SUFF/я:END, кон:ROOT/юш:SUFF/н:SUFF/я:END, NOUN
преемственность, преем:ROOT/ств:SUFF/енн:SUFF/ость:SUFF, пре:PREF/ем:ROOT/ств:SUFF/енн:SUFF/ост:SUFF/ь:END, NOUN
черепаха, черепах:ROOT/а:END, череп:ROOT/ах:SUFF/а:END, NOUN
выветривание, вы:PREF/ветр:ROOT/ива:SUFF/ни:SUFF/е:END, вы:PREF/ветр:ROOT/ив:SUFF/ани:SUFF/е:END, NOUN
численность, числ:ROOT/енн:SUFF/ость:SUFF, числ:ROOT/енн:SUFF/ост:SUFF/ь:END, NOUN
уравнение, у:PREF/равн:ROOT/ени:SUFF/е:END, у:PREF/рав:ROOT/н:SUFF/ени:SUFF/е:END, NOUN
вытекание, вы:PREF/тек:ROOT/а:SUFF/ни:SUFF/е:END, вы:PREF/тек:ROOT/ани:SUFF/е:END, NOUN
конспиратор, конспир:ROOT/атор:SUFF, кон:PREF/спир:ROOT/ат:SUFF/ор:SUFF, NOUN
погибель, по:PREF/гиб:ROOT/ель:SUFF, по:PREF/гиб:ROOT/ел:SUFF/ь:END, NOUN
выхолаживание, вы:PREF/холаж:ROOT/ива:SUFF/ни:SUFF/е:END, вы:PREF/холаж:ROOT/ив:SUFF/ани:SUFF/е:END, NOUN
вживание, в:PREF/жи:ROOT/ва:SUFF/ни:SUFF/е:END, в:PREF/жив:ROOT/ани:SUFF/е:END, NOUN
водитель, вод:ROOT/и:SUFF/тель:SUFF, вод:ROOT/ител:SUFF/ь:END, NOUN
выцветание, вы:PREF/цвет:ROOT/а:SUFF/ни:SUFF/е:END, вы:PREF/цвет:ROOT/ани:SUFF/е:END, NOUN
ботиночки, ботиноч:ROOT/к:SUFF/и:END, бот:ROOT/ин:SUFF/оч:SUFF/к:SUFF/и:END, NOUN
технарь, техн:ROOT/арь:SUFF, техн:ROOT/ар:SUFF/ь:END, NOUN
индикатор, индик:ROOT/атор:SUFF, индикат:ROOT/ор:SUFF, NOUN
весельце, весель:ROOT/ц:SUFF/е:END, весел:ROOT/ьц:SUFF/е:END, NOUN
суммирование, сумм:ROOT/ир:SUFF/ова:SUFF/ни:SUFF/е:END, сумм:ROOT/ир:SUFF/ов:SUFF/ани:SUFF/е:END, NOUN
глотание, глот:ROOT/а:SUFF/ни:SUFF/е:END, глот:ROOT/ани:SUFF/е:END, NOUN
структуралист, структур:ROOT/ал:SUFF/ист:SUFF, структ:ROOT/ур:SUFF/ал:SUFF/ист:SUFF, NOUN
гордость, горд:ROOT/ость:SUFF, горд:ROOT/ост:SUFF/ь:END, NOUN
соглашение, соглаш:ROOT/ени:SUFF/е:END, со:PREF/глаш:ROOT/ени:SUFF/е:END, NOUN
отдых, отдых:ROOT, от:PREF/дых:ROOT, NOUN
признательность, призна:ROOT/тельн:SUFF/ость:SUFF, при:PREF/зн:ROOT/атель:SUFF/н:SUFF/ост:SUFF/ь:END, NOUN
сепарация, сепар:ROOT/аци:SUFF/я:END, сепарац:ROOT/и:SUFF/я:END, NOUN
лечебница, леч:ROOT/ебн:SUFF/иц:SUFF/а:END, леч:ROOT/еб:SUFF/ниц:SUFF/а:END, NOUN
мошенник, мошен:ROOT/ник:SUFF, мош:ROOT/ен:SUFF/ник:SUFF, NOUN
продажность, прода:ROOT/ж:ROOT/н:SUFF/ость:SUFF, продаж:ROOT/н:SUFF/ост:SUFF/ь:END, NOUN
подсобник, подсоб:ROOT/ник:SUFF, под:PREF/соб:ROOT/ник:SUFF, NOUN
плитка, плит:ROOT/к:SUFF/а:END, плитк:ROOT/а:END, NOUN
доверие, довер:ROOT/и:SUFF/е:END, до:PREF/вер:ROOT/и:SUFF/е:END, NOUN
пристанище, при:PREF/ста:ROOT/н:SUFF/ищ:SUFF/е:END, при:PREF/стан:ROOT/ищ:SUFF/е:END, NOUN
источник, источник:ROOT, ис:PREF/точ:ROOT/ник:SUFF, NOUN
палочка, палоч:ROOT/к:SUFF/а:END, пал:ROOT/очк:SUFF/а:END, NOUN
свара, свар:ROOT/а:END, с:PREF/вар:ROOT/а:END, NOUN
настой, на:PREF/стой:ROOT, на:PREF/сто:ROOT/й:END, NOUN
спаситель, спас:ROOT/и:SUFF/тель:SUFF, с:PREF/пас:ROOT/ител:SUFF/ь:END, NOUN
алхимик, ал:ROOT/хим:ROOT/ик:SUFF, алхим:ROOT/ик:SUFF, NOUN
чертеж, черт:ROOT/еж:ROOT, черт:ROOT/еж:SUFF, NOUN
вычесывание, вы:PREF/чес:ROOT/ыва:SUFF/ни:SUFF/е:END, вы:PREF/чес:ROOT/ыв:SUFF/ани:SUFF/е:END, NOUN
восприятие, восприя:ROOT/ти:SUFF/е:END, вос:PREF/при:SUFF/ят:ROOT/и:SUFF/е:END, NOUN
пачканье, пачк:ROOT/а:SUFF/нь:SUFF/е:END, пачк:ROOT/ан:SUFF/ь:SUFF/е:END, NOUN
неумение, не:PREF/уме:ROOT/ни:SUFF/е:END, не:PREF/ум:ROOT/ени:SUFF/е:END, NOUN
грудь, грудь:ROOT, груд:ROOT/ь:END, NOUN
склонность, с:PREF/клон:ROOT/н:SUFF/ость:SUFF, с:PREF/клон:ROOT/н:SUFF/ост:SUFF/ь:END, NOUN
завертывание, за:PREF/верт:ROOT/ыва:SUFF/ни:SUFF/е:END, за:PREF/верт:ROOT/ыв:SUFF/ани:SUFF/е:END, NOUN
повелительность, по:PREF/вел:ROOT/и:SUFF/тельн:SUFF/ость:SUFF, по:PREF/вел:ROOT/итель:SUFF/н:SUFF/ост:SUFF/ь:END, NOUN
рознь, рознь:ROOT, розн:ROOT/ь:END, NOUN
конечность, конеч:ROOT/н:SUFF/ость:SUFF, конеч:ROOT/н:SUFF/ост:SUFF/ь:END, NOUN
обстановка, обстановк:ROOT/а:END, об:PREF/стан:ROOT/ов:SUFF/к:SUFF/а:END, NOUN
парламентарий, парламент:ROOT/ар:SUFF/ий:SUFF, парламент:ROOT/ар:SUFF/и:SUFF/й:END, NOUN
изъятие, изъя:ROOT/ти:SUFF/е:END, изъ:PREF/ят:ROOT/и:SUFF/е:END, NOUN
растекание, рас:PREF/тек:ROOT/а:SUFF/ни:SUFF/е:END, рас:PREF/тек:ROOT/ани:SUFF/е:END, NOUN
выпиливание, вы:PREF/пил:ROOT/ива:SUFF/ни:SUFF/е:END, вы:PREF/пил:ROOT/ива:SUFF/н:SUFF/и:SUFF/е:END, NOUN
нападки, напад:ROOT/к:SUFF/и:END, на:PREF/пад:ROOT/к:SUFF/и:END, NOUN
белужина, белуж:ROOT/ин:SUFF/а:END, бел:ROOT/уж:SUFF/ин:SUFF/а:END, NOUN
обособленность, об:PREF/особл:ROOT/енн:SUFF/ость:SUFF, об:PREF/особл:ROOT/енн:SUFF/ост:SUFF/ь:END, NOUN
картотека, карт:ROOT/о:LINK/тек:ROOT/а:END, карт:ROOT/отек:SUFF/а:END, NOUN
империя, импери:ROOT/я:END, импер:ROOT/и:SUFF/я:END, NOUN
беспечность, беспечн:ROOT/ость:SUFF, бес:PREF/печ:ROOT/н:SUFF/ост:SUFF/ь:END, NOUN
покойник, покойн:ROOT/ик:SUFF, покой:ROOT/ник:SUFF, NOUN
ответчик, ответ:ROOT/чик:SUFF, ответчик:ROOT, NOUN
позорище, позор:ROOT/ищ:SUFF/е:END, по:PREF/зор:ROOT/ищ:SUFF/е:END, NOUN
ординарец, ординар:ROOT/ец:SUFF, ордин:ROOT/ар:SUFF/ец:SUFF, NOUN
былинка, былин:ROOT/к:SUFF/а:END, был:ROOT/ин:SUFF/к:SUFF/а:END, NOUN
прорезь, про:PREF/резь:ROOT, про:PREF/рез:ROOT/ь:END, NOUN
сооружение, сооруж:ROOT/ени:SUFF/е:END, со:PREF/оруж:ROOT/ени:SUFF/е:END, NOUN
возвышенность, воз:PREF/выш:ROOT/енн:SUFF/ость:SUFF, воз:PREF/выш:ROOT/енн:SUFF/ост:SUFF/ь:END, NOUN
ограниченность, о:PREF/гранич:ROOT/енн:SUFF/ость:SUFF, о:PREF/гран:ROOT/ич:SUFF/енн:SUFF/ост:SUFF/ь:END, NOUN
аварийщик, аварий:ROOT/щик:SUFF, авар:ROOT/ий:SUFF/щик:SUFF, NOUN
ворчунья, ворч:ROOT/унь:ROOT/я:END, ворч:ROOT/унь:SUFF/я:END, NOUN
боевой, бо:ROOT/ев:SUFF/ой:END, бое:ROOT/в:SUFF/ой:END, NOUN
пластичность, пласт:ROOT/ич:SUFF/н:SUFF/ость:SUFF, пласт:ROOT/ич:SUFF/н:SUFF/ост:SUFF/ь:END, NOUN
романс, романс:ROOT, роман:ROOT/с:SUFF, NOUN
танцулька, танц:ROOT/ульк:SUFF/а:END, танц:ROOT/уль:SUFF/к:SUFF/а:END, NOUN
низменность, низ:ROOT/менн:SUFF/ость:SUFF, низ:ROOT/м:SUFF/енн:SUFF/ост:SUFF/ь:END, NOUN
пакет, пакет:ROOT, пак:ROOT/ет:SUFF, NOUN
поезд, поезд:ROOT, по:PREF/езд:ROOT, NOUN
острота, остр:ROOT/от:SUFF/а:END, острот:ROOT/а:END, NOUN
пострел, пострел:ROOT, по:PREF/стрел:ROOT, NOUN
край, край:ROOT, кра:ROOT/й:END, NOUN
действительность, действительн:ROOT/ость:SUFF, дей:ROOT/ств:SUFF/итель:SUFF/н:SUFF/ост:SUFF/ь:END, NOUN
тестирование, тест:ROOT/ир:SUFF/ова:SUFF/ни:SUFF/е:END, тест:ROOT/ир:SUFF/ов:SUFF/ани:SUFF/е:END, NOUN
библиотекарша, библи:ROOT/о:LINK/тек:ROOT/ар:SUFF/ш:SUFF/а:END, библиотек:ROOT/ар:SUFF/ш:SUFF/а:END, NOUN
передача, пере:PREF/да:ROOT/ч:SUFF/а:END, пере:PREF/дач:ROOT/а:END, NOUN
исправность, ис:PREF/прав:ROOT/н:SUFF/ость:SUFF, ис:PREF/прав:ROOT/н:SUFF/ост:SUFF/ь:END, NOUN
кружева, кружев:ROOT/а:END, круж:ROOT/ев:SUFF/а:END, NOUN
приспособление, приспособл:ROOT/ени:SUFF/е:END, при:PREF/способл:ROOT/ени:SUFF/е:END, NOUN
вдовушка, вдов:ROOT/ушк:SUFF/а:END, вдов:ROOT/уш:SUFF/к:SUFF/а:END, NOUN
перекапывание, пере:PREF/кап:ROOT/ыва:SUFF/ни:SUFF/е:END, пере:PREF/кап:ROOT/ыва:SUFF/н:SUFF/и:SUFF/е:END, NOUN
огорчение, огорч:ROOT/ени:SUFF/е:END, о:PREF/горч:ROOT/ени:SUFF/е:END, NOUN
реформа, реформ:ROOT/а:END, ре:PREF/форм:ROOT/а:END, NOUN
научность, на:PREF/уч:ROOT/н:SUFF/ость:SUFF, на:PREF/уч:ROOT/н:SUFF/ост:SUFF/ь:END, NOUN
деликатность, деликатн:ROOT/ость:SUFF, деликат:ROOT/н:SUFF/ость:END, NOUN
убогость, убог:ROOT/ость:SUFF, у:PREF/бог:ROOT/ост:SUFF/ь:END, NOUN
свидетельство, свидетель:ROOT/ств:SUFF/о:END, с:PREF/вид:ROOT/етель:SUFF/ств:SUFF/о:END, NOUN
действие, дей:ROOT/ств:SUFF/и:SUFF/е:END, дей:ROOT/ств:SUFF/ие:END, NOUN
напоминание, на:PREF/помин:ROOT/а:SUFF/ни:SUFF/е:END, на:PREF/помин:ROOT/ани:SUFF/е:END, NOUN
согласие, соглас:ROOT/и:SUFF/е:END, со:PREF/глас:ROOT/и:SUFF/е:END, NOUN
территория, территори:ROOT/я:END, территор:ROOT/и:SUFF/я:END, NOUN
истерия, истери:ROOT/я:END, истер:ROOT/и:SUFF/я:END, NOUN
отдание, от:PREF/да:ROOT/ни:SUFF/е:END, от:PREF/дан:ROOT/и:SUFF/е:END, NOUN
диагноз, диагноз:ROOT, диагн:ROOT/оз:SUFF, NOUN
актив, актив:ROOT, акт:ROOT/ив:SUFF, NOUN
пособник, пособ:ROOT/ник:SUFF, по:PREF/соб:ROOT/ник:SUFF, NOUN
дарование, дар:ROOT/ова:SUFF/ни:SUFF/е:END, дар:ROOT/ов:SUFF/ани:SUFF/е:END, NOUN
фантастика, фантаст:ROOT/ик:SUFF/а:END, фант:ROOT/аст:SUFF/ик:SUFF/а:END, NOUN
производство, производ:ROOT/ств:SUFF/о:END, про:PREF/из:SUFF/вод:ROOT/ств:SUFF/о:END, NOUN
лежание, леж:ROOT/а:SUFF/ни:SUFF/е:END, леж:ROOT/ани:SUFF/е:END, NOUN
таинственность, таи:ROOT/н:SUFF/ств:SUFF/енн:SUFF/ость:SUFF, таин:ROOT/ств:SUFF/енн:SUFF/ост:SUFF/ь:END, NOUN
перекрестье, пере:PREF/кресть:ROOT/е:END, пере:PREF/крест:ROOT/ь:SUFF/е:END, NOUN
дезактивация, дез:PREF/актив:ROOT/аци:SUFF/я:END, дез:PREF/акт:ROOT/ив:SUFF/аци:SUFF/я:END, NOUN
бельчонок, бельч:ROOT/онок:SUFF, бель:ROOT/ч:SUFF/он:SUFF/ок:SUFF, NOUN
яблоко, яблок:ROOT/о:END, ябл:ROOT/ок:SUFF/о:END, NOUN
альпинизм, альп:ROOT/ин:SUFF/изм:SUFF, альпин:ROOT/изм:SUFF, NOUN
кладбище, кладбищ:ROOT/е:END, клад:ROOT/б:SUFF/ищ:SUFF/е:END, NOUN
зазывание, за:PREF/зыв:ROOT/а:SUFF/ни:SUFF/е:END, за:PREF/зыв:ROOT/ани:SUFF/е:END, NOUN
жилище, жи:ROOT/л:SUFF/ищ:SUFF/е:END, жил:ROOT/ищ:SUFF/е:END, NOUN
побуждение, по:PREF/бужд:ROOT/ени:SUFF/е:END, по:PREF/бужд:ROOT/ен:SUFF/и:SUFF/е:END, NOUN
расположение, рас:PREF/по:PREF/лож:ROOT/ени:SUFF/е:END, рас:PREF/по:SUFF/лож:ROOT/ени:SUFF/е:END, NOUN
администрация, администр:ROOT/аци:SUFF/я:END, ад:PREF/министр:ROOT/аци:SUFF/я:END, NOUN
обязательность, обяз:ROOT/а:SUFF/тельн:SUFF/ость:SUFF, обяз:ROOT/атель:SUFF/н:SUFF/ост:SUFF/ь:END, NOUN
опиум, опи:ROOT/ум:ROOT, опи:ROOT/ум:SUFF, NOUN
совершенствование, совершен:ROOT/ств:SUFF/ова:SUFF/ни:SUFF/е:END, со:PREF/верш:ROOT/ен:SUFF/ств:SUFF/ов:SUFF/ани:SUFF/е:END, NOUN
выкипание, вы:PREF/кип:ROOT/а:SUFF/ни:SUFF/е:END, вы:PREF/кип:ROOT/ани:SUFF/е:END, NOUN
структурирование, структур:ROOT/ир:SUFF/ова:SUFF/ни:SUFF/е:END, структ:ROOT/ур:SUFF/ир:SUFF/ов:SUFF/ани:SUFF/е:END, NOUN
гулянье, гул:ROOT/я:SUFF/нь:SUFF/е:END, гул:ROOT/ян:SUFF/ь:SUFF/е:END, NOUN
инверсия, инверси:ROOT/я:END, ин:PREF/верс:ROOT/и:SUFF/я:END, NOUN
коллегия, коллеги:ROOT/я:END, коллег:ROOT/и:SUFF/я:END, NOUN
приветливость, привет:ROOT/лив:SUFF/ость:SUFF, привет:ROOT/лив:SUFF/ост:SUFF/ь:END, NOUN
пакетирование, пакет:ROOT/ир:SUFF/ова:SUFF/ни:SUFF/е:END, пак:ROOT/ет:SUFF/ир:SUFF/ов:SUFF/ани:SUFF/е:END, NOUN
сражение, сраж:ROOT/ени:SUFF/е:END, с:PREF/раж:ROOT/ени:SUFF/е:END, NOUN
правительство, прав:ROOT/и:SUFF/тель:SUFF/ств:SUFF/о:END, прав:ROOT/итель:SUFF/ств:SUFF/о:END, NOUN
изобретение, изобрет:ROOT/ени:SUFF/е:END, из:PREF/обрет:ROOT/ени:SUFF/е:END, NOUN
элементарность, элемент:ROOT/арн:SUFF/ость:SUFF, элемент:ROOT/ар:SUFF/н:SUFF/ост:SUFF/ь:END, NOUN
покрывало, по:PREF/кры:ROOT/ва:SUFF/л:SUFF/о:END, по:PREF/крыв:ROOT/ал:SUFF/о:END, NOUN
вдумчивость, в:PREF/дум:ROOT/чив:SUFF/ость:SUFF, в:PREF/дум:ROOT/чив:SUFF/ост:SUFF/ь:END, NOUN
отливка, от:PREF/ли:ROOT/в:SUFF/к:SUFF/а:END, от:PREF/лив:ROOT/к:SUFF/а:END, NOUN
косметика, космет:ROOT/ик:SUFF/а:END, косм:ROOT/ет:SUFF/ик:SUFF/а:END, NOUN
ритмичность, ритм:ROOT/ич:SUFF/н:SUFF/ость:SUFF, ритм:ROOT/ич:SUFF/н:SUFF/ост:SUFF/ь:END, NOUN
популяризатор, популяр:ROOT/из:SUFF/атор:SUFF, попул:ROOT/яр:SUFF/из:SUFF/ат:SUFF/ор:SUFF, NOUN
объектив, объектив:ROOT, объек:ROOT/тив:SUFF, NOUN
бороденка, бород:ROOT/енк:ROOT/а:END, бород:ROOT/ен:SUFF/к:SUFF/а:END, NOUN
император, импер:ROOT/атор:SUFF, импер:ROOT/ат:SUFF/ор:SUFF, NOUN
задумчивость, за:PREF/дум:ROOT/чив:SUFF/ость:SUFF, за:PREF/дум:ROOT/чив:SUFF/ост:SUFF/ь:END, NOUN
популярность, популярн:ROOT/ость:SUFF, попул:ROOT/яр:SUFF/н:SUFF/ост:SUFF/ь:END, NOUN
высыхание, вы:PREF/сых:ROOT/а:SUFF/ни:SUFF/е:END, вы:PREF/сых:ROOT/ани:SUFF/е:END, NOUN
восстановление, восстановл:ROOT/ени:SUFF/е:END, вос:PREF/стан:ROOT/овл:SUFF/ени:SUFF/е:END, NOUN
